scenario_id,attacker,defender,att_avg_threat,att_avg_tech_gen,att_modern_pct,att_avg_stealth,att_avg_ew,att_fighter_count,att_sam_count,att_uav_count,att_military_budget,att_aircraft_count,att_zone,dfn_avg_threat,dfn_avg_tech_gen,dfn_modern_pct,dfn_avg_stealth,dfn_avg_ew,dfn_fighter_count,dfn_sam_count,dfn_uav_count,dfn_military_budget,dfn_aircraft_count,dfn_zone,threat_ratio,tech_ratio,number_ratio,budget_ratio,outcome,attacker_win_probability
NAV_0375,France,India,8.77,4.78,76.35,3.19,6.75,61,47,44,255.12,76,Maritime,6.97,5.49,72.91,3.3,7.2,28,61,7,238.46,74,Maritime,1.258,0.871,1.027,1.07,1,0.706
NAV_0376,Russia,France,6.03,4.23,90.37,5.05,6.54,25,50,18,114.94,85,Maritime,8.54,4.61,62.69,3.34,7.16,116,56,24,239.89,60,Maritime,0.706,0.918,1.417,0.479,1,0.527
NAV_0377,China,USA,8.71,5.23,83.13,6.78,7.05,80,11,29,121.24,40,Maritime,7.52,4.94,80.25,8.47,7.77,66,34,10,51.11,29,Maritime,1.158,1.059,1.379,2.372,1,0.695
NAV_0378,Russia,Japan,6.99,4.47,60.93,8.83,6.77,34,38,31,90.59,64,Maritime,8.22,4.95,71.34,7.21,8.08,77,52,49,212.24,28,Maritime,0.85,0.903,2.286,0.427,1,0.622
NAV_0379,India,Australia,6.83,4.82,88.57,8.86,8.14,47,34,15,273.97,23,Maritime,9.22,4.98,79.51,6.92,6.8,45,15,25,177.46,72,Maritime,0.741,0.968,0.319,1.544,0,0.436
NAV_0380,China,UK,6.35,4.97,77.94,5.75,7.11,93,58,12,79.94,16,Maritime,8.15,5.21,61.16,7.77,9.08,102,55,43,232.58,66,Maritime,0.779,0.954,0.242,0.344,0,0.345
NAV_0381,UK,China,6.73,5.4,85.09,7.67,6.68,23,31,25,61.33,61,Maritime,7.42,4.5,69.03,8.72,6.39,26,15,32,235.97,52,Maritime,0.907,1.2,1.173,0.26,1,0.543
NAV_0382,Japan,India,7.44,5.39,75.02,6.79,8.92,93,36,10,191.3,106,Maritime,9.42,4.35,67.02,7.05,8.61,100,79,30,36.29,72,Maritime,0.79,1.239,1.472,5.271,0,0.28
NAV_0383,UK,Russia,6.86,5.2,94.79,7.25,7.43,95,23,7,278.19,66,Maritime,6.73,4.82,76.05,6.4,7.3,89,32,37,257.15,77,Maritime,1.019,1.079,0.857,1.082,0,0.477
NAV_0384,Australia,France,9.08,4.97,80.23,7.15,7.57,30,65,10,63.24,33,Maritime,6.4,4.31,85.65,4.55,9.18,41,75,31,113.35,51,Maritime,1.419,1.153,0.647,0.558,1,0.529
NAV_0385,Russia,China,9.41,4.46,86.14,7.04,7.0,65,16,49,118.12,40,Maritime,6.69,4.12,64.38,8.39,8.43,24,69,28,239.85,61,Maritime,1.407,1.083,0.656,0.492,1,0.527
NAV_0386,USA,China,7.91,5.34,69.12,7.62,7.39,30,67,30,77.89,35,Maritime,6.79,5.21,63.85,4.43,8.76,100,35,36,217.56,87,Maritime,1.165,1.025,0.402,0.358,0,0.455
NAV_0387,UK,Russia,7.4,4.56,71.63,8.53,8.7,29,27,9,229.69,52,Maritime,7.63,4.3,91.24,4.14,6.39,43,13,16,36.23,56,Maritime,0.97,1.06,0.929,6.34,0,0.409
NAV_0388,UK,China,6.77,5.47,62.52,3.97,6.24,63,79,28,270.51,93,Maritime,6.55,4.07,78.61,3.4,6.56,42,18,10,216.29,50,Maritime,1.034,1.344,1.86,1.251,1,0.633
NAV_0389,UK,Russia,7.81,4.39,74.31,7.28,6.63,112,34,41,180.02,80,Maritime,9.11,5.49,64.0,6.44,8.02,119,59,15,234.78,113,Maritime,0.857,0.8,0.708,0.767,0,0.326
NAV_0390,Japan,France,6.54,5.37,81.83,5.65,6.93,92,29,30,222.6,106,Maritime,9.15,4.51,71.74,7.6,8.73,100,67,48,220.15,105,Maritime,0.715,1.191,1.01,1.011,0,0.267
NAV_0391,Japan,USA,6.03,4.1,70.38,4.25,9.33,110,30,23,24.73,114,Maritime,8.94,4.58,90.76,3.55,6.87,57,15,39,56.31,112,Maritime,0.674,0.895,1.018,0.439,0,0.447
NAV_0392,France,India,6.09,4.35,74.27,6.83,6.03,85,73,24,140.82,70,Maritime,6.92,4.28,89.59,5.29,8.65,119,20,42,186.14,103,Maritime,0.88,1.016,0.68,0.757,1,0.62
NAV_0393,France,USA,9.45,5.08,63.06,7.55,9.36,50,66,22,89.3,98,Maritime,6.98,4.84,69.54,8.88,6.01,67,13,17,283.94,106,Maritime,1.354,1.05,0.925,0.315,1,0.74
NAV_0394,Russia,USA,8.82,4.72,86.55,5.42,8.48,116,19,46,196.2,100,Maritime,8.01,5.06,69.83,3.2,6.51,91,72,14,280.32,54,Maritime,1.101,0.933,1.852,0.7,1,0.512
NAV_0395,Australia,China,8.96,4.66,65.0,3.59,7.64,56,49,25,269.79,13,Maritime,9.34,4.36,73.05,5.13,9.37,88,38,41,114.86,19,Maritime,0.959,1.069,0.684,2.349,0,0.432
NAV_0396,Russia,Australia,8.39,5.21,86.01,8.38,6.2,79,78,17,25.83,31,Maritime,6.49,4.89,67.56,7.08,8.45,71,60,18,146.47,36,Maritime,1.293,1.065,0.861,0.176,1,0.593
NAV_0397,USA,UK,7.38,5.07,78.02,4.79,9.3,109,35,17,231.56,42,Maritime,9.16,4.96,75.26,7.27,8.21,20,24,44,280.38,105,Maritime,0.806,1.022,0.4,0.826,1,0.646
NAV_0398,China,Russia,6.07,4.12,92.9,5.18,6.25,65,78,27,163.16,43,Maritime,6.73,5.5,63.09,6.22,7.55,68,52,25,107.84,50,Maritime,0.902,0.749,0.86,1.513,0,0.289
NAV_0399,Australia,China,7.77,5.03,91.02,8.81,9.32,52,71,41,168.65,75,Maritime,6.73,5.06,77.44,4.01,8.13,63,71,7,278.1,65,Maritime,1.155,0.994,1.154,0.606,1,0.666
NAV_0400,Australia,Russia,7.86,4.18,69.66,6.63,6.02,79,38,33,165.05,71,Maritime,8.34,4.52,70.39,8.21,6.66,59,25,8,219.23,117,Maritime,0.942,0.925,0.607,0.753,1,0.501
NAV_0401,France,UK,6.64,5.23,93.37,6.69,8.29,116,35,32,128.2,55,Maritime,6.64,4.27,93.34,5.9,6.29,117,46,40,107.65,18,Maritime,1.0,1.225,3.056,1.191,1,0.504
NAV_0402,Australia,UK,8.54,4.2,68.29,8.01,8.49,23,14,39,230.29,26,Maritime,6.62,4.73,91.48,7.87,6.68,108,32,34,226.61,89,Maritime,1.29,0.888,0.292,1.016,1,0.684
NAV_0403,Russia,France,7.38,4.81,76.07,7.67,8.89,80,40,43,84.81,99,Maritime,7.02,4.36,62.21,5.21,9.12,26,75,23,62.43,95,Maritime,1.051,1.103,1.042,1.358,0,0.396
NAV_0404,China,Australia,8.99,5.26,86.31,6.81,8.51,92,34,35,133.09,114,Maritime,8.23,5.11,77.14,6.45,6.08,46,34,32,81.36,62,Maritime,1.092,1.029,1.839,1.636,1,0.688
NAV_0405,UK,China,8.25,4.09,71.07,4.87,8.01,65,26,19,269.12,63,Maritime,9.37,4.42,82.52,6.99,6.04,35,61,37,116.24,106,Maritime,0.88,0.925,0.594,2.315,1,0.606
NAV_0406,China,Russia,6.03,4.7,77.92,3.03,6.6,102,65,28,213.02,66,Maritime,8.78,5.24,77.63,3.93,6.53,48,58,10,157.5,25,Maritime,0.687,0.897,2.64,1.353,1,0.506
NAV_0407,Russia,Japan,8.53,4.8,76.17,6.27,7.08,55,69,22,24.86,57,Maritime,6.03,5.42,86.98,7.31,7.46,108,11,33,92.86,111,Maritime,1.415,0.886,0.514,0.268,1,0.572
NAV_0408,India,China,6.29,4.97,60.38,4.69,8.96,76,43,47,155.17,22,Maritime,8.3,5.06,76.57,4.54,7.17,70,12,30,95.23,18,Maritime,0.758,0.982,1.222,1.629,0,0.263
NAV_0409,France,Japan,8.25,4.4,81.63,4.13,8.95,70,45,48,137.4,61,Maritime,7.21,4.62,60.61,4.08,6.76,33,46,48,35.45,84,Maritime,1.144,0.952,0.726,3.876,1,0.686
NAV_0410,Russia,France,6.04,4.86,75.23,6.72,6.45,66,27,43,129.45,64,Maritime,8.22,4.23,71.97,7.89,9.16,118,69,18,171.78,13,Maritime,0.735,1.149,4.923,0.754,0,0.249
NAV_0411,France,Russia,8.13,5.27,68.47,4.81,6.98,33,79,23,130.46,55,Maritime,6.05,5.2,89.32,3.7,8.22,79,46,11,123.01,87,Maritime,1.344,1.013,0.632,1.061,0,0.476
NAV_0412,USA,Japan,7.55,4.36,74.68,3.1,9.07,46,23,12,98.7,82,Maritime,7.45,4.26,89.32,8.98,7.76,102,41,13,252.55,103,Maritime,1.013,1.023,0.796,0.391,0,0.444
NAV_0413,Russia,India,9.3,4.88,88.26,6.09,8.35,77,71,20,251.36,94,Maritime,8.02,4.36,69.36,4.04,6.05,101,57,43,238.47,11,Maritime,1.16,1.119,8.545,1.054,0,0.34
NAV_0414,China,Russia,9.11,4.53,87.7,7.21,8.92,61,13,16,177.36,104,Maritime,8.97,4.32,94.09,7.78,9.42,65,14,5,125.56,68,Maritime,1.016,1.049,1.529,1.413,0,0.426
NAV_0415,Japan,USA,8.49,4.03,90.65,6.46,8.34,48,63,34,287.23,117,Maritime,8.68,4.7,94.79,5.7,9.34,50,46,48,198.26,83,Maritime,0.978,0.857,1.41,1.449,0,0.423
NAV_0416,Russia,UK,8.23,4.82,87.62,7.84,8.6,118,21,44,55.63,38,Maritime,7.71,5.1,78.42,4.4,8.03,21,68,44,110.23,95,Maritime,1.067,0.945,0.4,0.505,0,0.327
NAV_0417,France,India,6.63,5.32,76.71,6.1,8.31,97,35,29,97.28,98,Maritime,6.27,4.98,79.17,8.78,8.03,90,79,44,280.74,119,Maritime,1.057,1.068,0.824,0.347,1,0.507
NAV_0418,USA,UK,9.5,4.34,80.46,5.66,7.7,30,15,11,199.47,31,Maritime,6.02,4.19,62.01,3.35,6.14,38,36,5,192.13,114,Maritime,1.578,1.036,0.272,1.038,1,0.664
NAV_0419,UK,USA,6.65,4.28,77.24,3.03,7.95,22,77,15,248.25,55,Maritime,8.6,5.45,84.24,8.89,6.59,115,60,29,246.09,25,Maritime,0.773,0.785,2.2,1.009,0,0.461
NAV_0420,India,Russia,8.6,4.03,68.38,4.02,7.02,46,78,24,154.83,26,Maritime,7.61,4.73,69.97,6.44,7.21,52,78,38,199.48,105,Maritime,1.13,0.852,0.248,0.776,1,0.717
NAV_0421,Japan,Australia,6.14,4.19,74.83,6.19,8.28,35,64,36,289.01,40,Maritime,9.37,4.75,68.75,5.44,7.55,34,42,23,137.05,104,Maritime,0.655,0.882,0.385,2.109,0,0.305
NAV_0422,Japan,Australia,9.27,4.29,61.58,5.44,9.2,37,56,40,30.95,13,Maritime,6.21,5.05,80.78,3.75,6.77,57,67,36,21.23,87,Maritime,1.493,0.85,0.149,1.458,1,0.594
NAV_0423,USA,Japan,6.73,4.67,68.55,7.7,8.66,62,49,27,236.97,68,Maritime,8.89,4.62,65.89,8.3,8.5,45,37,34,287.0,43,Maritime,0.757,1.011,1.581,0.826,0,0.479
NAV_0424,India,UK,8.67,4.34,63.25,3.42,8.91,34,65,22,202.13,49,Maritime,9.07,4.19,90.37,5.59,7.55,47,69,37,224.96,61,Maritime,0.956,1.036,0.803,0.899,0,0.488
NAV_0425,UK,China,7.94,4.43,75.48,6.11,6.42,77,44,34,123.06,94,Maritime,8.05,4.43,89.23,6.46,6.28,49,44,39,59.88,82,Maritime,0.986,1.0,1.146,2.055,0,0.46
NAV_0426,UK,Japan,9.2,5.35,94.92,6.4,7.93,87,58,27,24.53,73,Maritime,6.69,4.49,83.54,7.27,8.61,79,58,19,176.86,80,Maritime,1.375,1.192,0.912,0.139,1,0.649
NAV_0427,UK,India,7.98,4.45,83.3,8.94,8.47,84,11,21,185.42,93,Maritime,9.07,4.19,76.29,8.69,6.63,25,51,32,210.75,75,Maritime,0.88,1.062,1.24,0.88,0,0.363
NAV_0428,UK,Russia,8.54,5.37,79.35,3.09,6.17,98,37,7,141.62,59,Maritime,8.02,4.07,85.56,4.93,8.6,108,40,8,235.54,112,Maritime,1.065,1.319,0.527,0.601,0,0.338
NAV_0429,UK,China,6.43,5.15,92.92,5.23,8.1,108,43,11,217.44,27,Maritime,7.47,4.91,77.82,7.28,6.55,56,20,6,55.57,10,Maritime,0.861,1.049,2.7,3.913,0,0.348
NAV_0430,Japan,India,8.21,4.88,70.98,7.6,6.56,90,79,19,73.59,37,Maritime,8.93,4.33,86.29,7.26,6.58,41,55,13,169.35,62,Maritime,0.919,1.127,0.597,0.435,0,0.305
NAV_0431,USA,Russia,6.08,4.07,67.35,5.83,8.8,119,14,7,95.89,98,Maritime,8.5,4.36,74.31,3.97,8.46,29,72,32,99.91,85,Maritime,0.715,0.933,1.153,0.96,0,0.444
NAV_0432,India,Russia,8.74,4.73,91.39,5.07,8.21,97,65,22,172.7,92,Maritime,7.24,4.34,62.78,4.99,7.35,36,60,7,81.34,110,Maritime,1.207,1.09,0.836,2.123,1,0.572
NAV_0433,France,Japan,6.4,5.37,63.73,7.63,8.0,118,23,41,230.36,36,Maritime,6.5,5.34,73.07,6.93,6.57,111,34,40,154.46,51,Maritime,0.985,1.006,0.706,1.491,0,0.456
NAV_0434,Russia,India,8.91,4.73,79.65,3.07,6.78,119,76,38,86.57,13,Maritime,7.24,4.1,81.82,4.1,7.11,94,20,34,37.34,54,Maritime,1.231,1.154,0.241,2.318,1,0.564
NAV_0435,UK,Australia,9.35,5.32,66.22,3.4,7.7,76,15,31,145.45,59,Maritime,8.77,4.74,78.66,7.17,7.39,89,21,29,197.45,83,Maritime,1.066,1.122,0.711,0.737,1,0.66
NAV_0436,Australia,UK,8.67,5.28,89.66,7.29,8.23,62,39,22,119.59,68,Maritime,9.15,5.12,65.37,5.81,6.7,76,34,46,50.84,76,Maritime,0.948,1.031,0.895,2.352,0,0.414
NAV_0437,India,Australia,7.9,4.65,90.55,7.62,8.03,113,77,30,258.1,44,Maritime,6.77,4.99,64.46,3.57,6.16,59,38,28,81.36,44,Maritime,1.167,0.932,1.0,3.172,1,0.7
NAV_0438,Russia,France,6.83,5.21,88.91,6.17,7.84,102,28,44,132.97,40,Maritime,7.02,5.0,64.17,7.09,8.51,83,64,26,34.63,118,Maritime,0.973,1.042,0.339,3.84,1,0.552
NAV_0439,France,UK,6.25,4.65,62.38,5.58,6.44,42,51,43,283.69,16,Maritime,6.52,5.42,86.49,4.5,8.11,106,14,38,235.13,75,Maritime,0.959,0.858,0.213,1.207,1,0.684
NAV_0440,France,USA,6.49,5.03,93.41,8.78,7.16,25,27,20,177.73,58,Maritime,7.96,5.08,73.08,8.35,8.18,94,41,7,194.38,35,Maritime,0.815,0.99,1.657,0.914,1,0.509
NAV_0441,France,UK,8.77,5.01,70.71,4.18,7.68,56,20,25,197.31,76,Maritime,6.62,4.44,76.09,8.24,6.87,69,15,39,132.35,46,Maritime,1.325,1.128,1.652,1.491,1,0.659
NAV_0442,Japan,Russia,6.26,5.47,94.5,4.73,8.2,86,14,32,245.72,112,Maritime,6.49,4.62,66.88,3.43,6.96,78,33,26,257.17,118,Maritime,0.965,1.184,0.949,0.955,0,0.496
NAV_0443,Russia,UK,8.91,4.42,67.08,5.67,7.49,84,64,30,284.88,18,Maritime,6.58,5.15,63.89,5.76,9.21,81,32,48,62.48,75,Maritime,1.354,0.858,0.24,4.56,1,0.652
NAV_0444,India,Japan,8.5,4.27,90.6,6.22,7.28,30,22,28,282.96,92,Maritime,6.54,5.1,84.36,5.56,8.05,71,12,8,295.97,41,Maritime,1.3,0.837,2.244,0.956,1,0.708
NAV_0445,Australia,Japan,6.96,4.79,70.32,6.82,7.86,89,61,5,163.46,33,Maritime,7.2,5.28,87.68,5.85,7.05,32,20,22,165.62,68,Maritime,0.967,0.907,0.485,0.987,1,0.633
NAV_0446,France,Australia,7.68,5.23,84.59,6.96,8.04,59,60,47,273.24,117,Maritime,7.7,4.02,64.28,6.9,9.28,93,66,31,192.76,38,Maritime,0.997,1.301,3.079,1.418,0,0.468
NAV_0447,India,USA,8.54,5.02,89.52,5.81,6.04,31,19,41,218.49,28,Maritime,6.84,5.37,66.93,7.42,6.12,97,40,43,102.69,28,Maritime,1.249,0.935,1.0,2.128,1,0.546
NAV_0448,India,Australia,9.04,4.85,83.55,6.3,7.93,68,39,39,211.21,60,Maritime,8.91,4.22,78.28,3.76,6.98,84,43,26,91.36,97,Maritime,1.015,1.149,0.619,2.312,1,0.689
NAV_0449,USA,India,9.3,5.01,66.11,6.54,6.34,46,30,41,271.41,54,Maritime,9.43,4.47,63.83,4.7,8.61,77,14,34,173.46,18,Maritime,0.986,1.121,3.0,1.565,0,0.474
NAV_0450,Australia,Russia,6.19,5.03,64.66,6.59,7.86,29,37,7,79.7,62,Maritime,9.45,4.61,75.22,8.67,7.04,65,52,27,77.22,27,Maritime,0.655,1.091,2.296,1.032,0,0.385
NAV_0451,USA,China,8.45,5.45,80.98,8.96,6.43,105,35,48,287.58,100,Maritime,6.34,4.02,84.0,5.12,7.24,105,67,31,26.07,27,Maritime,1.333,1.356,3.704,11.031,1,0.687
NAV_0452,France,Australia,6.5,5.31,77.01,4.46,7.89,48,18,43,203.88,57,Maritime,6.32,4.96,89.02,8.96,6.82,71,24,38,151.64,41,Maritime,1.028,1.071,1.39,1.345,1,0.656
NAV_0453,China,France,7.19,4.88,90.04,7.62,9.43,38,16,25,88.51,63,Maritime,7.44,4.66,89.58,7.57,7.1,61,33,22,22.75,24,Maritime,0.966,1.047,2.625,3.891,1,0.592
NAV_0454,Russia,Australia,7.69,5.48,67.97,3.93,7.39,60,49,42,241.25,33,Maritime,7.57,4.55,72.82,3.86,9.1,106,57,13,145.42,112,Maritime,1.016,1.204,0.295,1.659,0,0.445
NAV_0455,Russia,USA,8.8,4.91,68.74,6.42,8.72,62,19,14,147.05,14,Maritime,8.28,4.04,69.49,6.61,7.1,43,21,43,136.76,40,Maritime,1.063,1.215,0.35,1.075,0,0.461
NAV_0456,China,UK,7.82,5.4,72.02,3.23,7.23,23,30,20,169.12,30,Maritime,6.88,4.45,64.54,5.44,6.74,63,77,41,38.37,22,Maritime,1.137,1.213,1.364,4.408,1,0.699
NAV_0457,France,China,7.04,4.44,65.22,4.36,8.53,104,18,22,276.35,67,Maritime,7.62,4.01,64.06,6.76,9.17,91,20,45,103.94,69,Maritime,0.924,1.107,0.971,2.659,0,0.316
NAV_0458,China,Japan,6.64,4.07,62.39,4.07,9.08,29,52,18,48.89,15,Maritime,6.14,4.25,67.93,8.8,9.0,27,11,36,146.93,45,Maritime,1.081,0.958,0.333,0.333,1,0.561
NAV_0459,UK,Australia,8.91,4.76,84.6,3.45,9.28,112,18,20,238.45,31,Maritime,9.21,4.52,61.46,4.51,7.8,114,73,19,205.27,44,Maritime,0.967,1.053,0.705,1.162,0,0.44
NAV_0460,India,Russia,6.82,4.85,84.06,5.62,7.29,82,47,30,199.99,106,Maritime,7.96,4.25,73.31,3.76,6.55,77,62,25,267.07,15,Maritime,0.857,1.141,7.067,0.749,1,0.642
NAV_0461,USA,Russia,6.27,4.86,85.71,5.07,8.3,85,24,43,64.81,77,Maritime,7.23,5.36,72.16,7.66,6.99,73,72,15,111.59,55,Maritime,0.867,0.907,1.4,0.581,0,0.325
NAV_0462,France,India,9.16,4.55,74.31,7.86,6.62,78,15,46,50.93,54,Maritime,9.32,5.24,71.36,7.87,7.2,97,58,38,195.21,88,Maritime,0.983,0.868,0.614,0.261,1,0.563
NAV_0463,Australia,UK,8.42,4.26,71.84,3.17,7.14,25,71,18,256.56,67,Maritime,8.91,4.74,60.34,5.05,7.0,22,16,17,255.21,87,Maritime,0.945,0.899,0.77,1.005,1,0.576
NAV_0464,USA,Japan,6.79,4.74,72.87,4.03,7.14,20,29,17,282.29,41,Maritime,8.49,5.09,75.36,8.41,6.52,85,32,6,252.45,89,Maritime,0.8,0.931,0.461,1.118,0,0.359
NAV_0465,India,China,7.71,5.32,80.56,7.38,7.2,115,19,49,244.39,99,Maritime,8.66,4.91,76.81,4.06,6.94,103,69,37,153.98,81,Maritime,0.89,1.084,1.222,1.587,0,0.367
NAV_0466,China,France,8.8,4.26,73.39,5.14,7.49,34,75,24,109.02,79,Maritime,6.04,5.46,84.06,3.54,7.68,63,30,9,278.12,74,Maritime,1.457,0.78,1.068,0.392,1,0.514
NAV_0467,India,Russia,7.06,4.08,94.63,5.52,8.09,91,25,39,271.88,84,Maritime,8.57,5.11,68.67,7.16,7.28,68,19,39,37.47,52,Maritime,0.824,0.798,1.615,7.256,0,0.358
NAV_0468,Australia,UK,9.05,5.15,63.77,8.79,7.18,94,64,28,107.48,32,Maritime,6.47,4.31,81.74,8.55,7.23,40,18,28,252.08,92,Maritime,1.399,1.195,0.348,0.426,1,0.506
NAV_0469,UK,USA,7.4,5.47,62.79,4.75,9.19,97,50,16,291.82,40,Maritime,7.31,5.26,62.61,3.85,8.11,116,37,32,22.23,93,Maritime,1.012,1.04,0.43,13.127,0,0.342
NAV_0470,UK,Russia,7.9,4.51,90.48,6.27,6.85,82,62,41,209.21,107,Maritime,8.96,5.38,73.09,7.21,7.08,21,41,45,130.16,116,Maritime,0.882,0.838,0.922,1.607,0,0.326
NAV_0471,Australia,China,8.35,4.29,64.05,8.1,6.01,75,60,23,70.39,51,Maritime,6.77,5.36,72.54,5.62,9.19,75,62,46,137.78,69,Maritime,1.233,0.8,0.739,0.511,1,0.667
NAV_0472,Russia,Australia,8.26,4.52,64.55,4.4,8.99,56,25,11,69.44,70,Maritime,7.92,5.33,68.63,5.53,6.36,91,79,27,70.65,11,Maritime,1.043,0.848,6.364,0.983,0,0.39
NAV_0473,UK,Australia,8.43,4.55,72.2,8.71,7.75,70,29,14,214.29,114,Maritime,6.23,5.31,69.59,3.07,8.29,47,11,34,236.84,74,Maritime,1.353,0.857,1.541,0.905,0,0.459
NAV_0474,Russia,UK,8.89,5.25,61.34,8.49,9.26,51,66,21,263.04,41,Maritime,6.52,5.47,60.41,7.85,7.94,21,74,42,72.24,63,Maritime,1.363,0.96,0.651,3.641,0,0.451
NAV_0475,Japan,France,8.35,5.38,80.29,3.58,6.92,81,13,20,56.48,74,Maritime,6.1,4.58,84.31,7.17,7.62,110,34,39,75.24,49,Maritime,1.369,1.175,1.51,0.751,1,0.602
NAV_0476,Japan,USA,6.51,4.01,71.77,3.75,9.06,97,14,36,120.11,83,Maritime,7.3,5.31,64.65,5.79,6.26,33,37,11,283.75,51,Maritime,0.892,0.755,1.627,0.423,0,0.468
NAV_0477,USA,India,8.85,5.14,71.39,8.0,8.37,78,54,17,274.01,76,Maritime,8.55,4.03,60.58,4.72,8.14,102,39,19,81.15,49,Maritime,1.035,1.275,1.551,3.377,1,0.556
NAV_0478,UK,China,7.47,5.48,61.27,8.45,7.26,83,25,8,24.6,61,Maritime,9.34,4.83,60.29,4.78,6.61,81,54,49,195.35,51,Maritime,0.8,1.135,1.196,0.126,0,0.267
NAV_0479,Russia,France,8.86,5.22,68.22,5.72,8.42,22,38,22,176.74,41,Maritime,8.76,4.86,64.76,6.59,6.17,69,52,17,66.88,91,Maritime,1.011,1.074,0.451,2.643,1,0.652
NAV_0480,India,France,7.33,4.68,66.11,7.11,7.06,88,60,21,122.39,62,Maritime,7.05,4.42,74.86,6.66,8.78,44,60,35,158.57,57,Maritime,1.04,1.059,1.088,0.772,1,0.547
NAV_0481,USA,Japan,6.54,4.49,67.52,6.57,7.97,40,31,7,194.75,87,Maritime,8.24,4.77,65.35,3.22,7.23,39,33,22,106.84,117,Maritime,0.794,0.941,0.744,1.823,1,0.624
NAV_0482,Russia,USA,8.92,4.39,62.39,8.77,6.93,82,24,44,248.56,10,Maritime,6.5,5.33,78.96,6.43,7.53,42,50,25,106.92,54,Maritime,1.372,0.824,0.185,2.325,1,0.615
NAV_0483,France,USA,8.27,5.38,87.45,6.67,7.2,41,73,24,90.35,16,Maritime,6.3,4.79,90.1,3.89,9.09,30,72,6,219.16,27,Maritime,1.313,1.123,0.593,0.412,1,0.749
NAV_0484,UK,Japan,7.11,4.02,73.45,4.0,8.7,113,22,19,100.5,94,Maritime,7.54,4.33,79.51,6.42,7.73,61,46,7,266.29,34,Maritime,0.943,0.928,2.765,0.377,1,0.624
NAV_0485,China,Russia,9.1,4.04,67.88,8.01,7.68,61,65,6,141.97,40,Maritime,6.63,5.29,64.57,8.11,8.6,32,60,31,128.16,64,Maritime,1.373,0.764,0.625,1.108,1,0.511
NAV_0486,Russia,Australia,8.76,4.2,62.3,6.99,9.27,110,35,49,33.24,28,Maritime,6.28,4.27,67.39,4.78,7.77,104,39,8,180.99,84,Maritime,1.395,0.984,0.333,0.184,1,0.638
NAV_0487,China,UK,7.5,4.73,85.23,6.31,7.4,67,52,46,174.79,25,Maritime,9.42,4.42,72.22,5.2,6.87,75,25,45,225.12,82,Maritime,0.796,1.07,0.305,0.776,0,0.263
NAV_0488,India,France,9.39,4.6,91.47,8.85,8.84,111,46,8,119.86,56,Maritime,6.33,4.04,60.49,5.01,7.03,113,73,39,112.14,43,Maritime,1.483,1.139,1.302,1.069,1,0.658
NAV_0489,France,UK,9.22,4.25,79.05,7.53,8.2,97,78,40,236.62,118,Maritime,8.49,5.07,77.0,3.69,8.83,71,48,49,38.32,84,Maritime,1.086,0.838,1.405,6.175,0,0.326
NAV_0490,USA,China,8.49,5.08,63.69,6.58,8.28,30,54,26,201.81,87,Maritime,6.96,4.04,60.62,8.02,6.3,80,51,18,197.7,117,Maritime,1.22,1.257,0.744,1.021,1,0.529
NAV_0491,France,Russia,7.91,5.12,73.43,8.58,8.55,67,17,12,287.56,80,Maritime,6.52,4.62,71.65,4.37,7.71,56,66,31,194.14,43,Maritime,1.213,1.108,1.86,1.481,0,0.373
NAV_0492,Japan,China,8.93,4.99,89.63,4.87,6.98,113,67,5,238.58,97,Maritime,9.17,4.06,63.61,7.1,8.87,20,49,45,244.86,59,Maritime,0.974,1.229,1.644,0.974,0,0.5
NAV_0493,Japan,Russia,9.2,4.81,61.43,8.97,6.54,101,59,47,216.18,108,Maritime,8.52,4.49,69.31,7.37,6.42,51,26,21,212.73,82,Maritime,1.08,1.071,1.317,1.016,1,0.699
NAV_0494,Australia,UK,7.99,4.38,93.05,6.12,7.97,50,29,28,96.94,61,Maritime,8.5,5.1,61.75,6.61,7.09,52,61,41,240.27,18,Maritime,0.94,0.859,3.389,0.403,1,0.628
NAV_0495,France,USA,6.15,4.63,72.36,4.02,7.0,90,47,36,135.19,90,Maritime,7.28,4.53,90.73,3.38,9.03,50,11,12,65.12,30,Maritime,0.845,1.022,3.0,2.076,1,0.581
NAV_0496,USA,Russia,8.42,5.0,77.45,6.99,8.21,28,63,5,93.26,75,Maritime,6.49,5.48,72.56,8.01,7.44,35,25,28,120.98,64,Maritime,1.297,0.912,1.172,0.771,1,0.742
NAV_0497,Russia,India,6.63,5.04,93.99,6.48,6.6,40,78,21,175.08,111,Maritime,7.4,4.52,90.38,6.54,7.45,73,71,27,226.24,31,Maritime,0.896,1.115,3.581,0.774,0,0.364
NAV_0498,Japan,China,8.08,4.75,60.73,8.22,6.07,55,57,47,22.28,31,Maritime,7.84,4.13,91.99,8.9,7.03,67,10,34,83.29,47,Maritime,1.031,1.15,0.66,0.267,0,0.483
NAV_0499,India,USA,8.03,4.05,88.7,7.65,9.31,54,69,35,116.97,105,Maritime,6.68,5.43,82.03,5.71,8.22,23,72,14,89.08,106,Maritime,1.202,0.746,0.991,1.313,1,0.62
NAV_0500,Japan,Australia,7.18,4.04,65.06,8.58,9.36,80,68,11,69.99,87,Maritime,6.46,4.47,80.96,4.18,7.05,92,47,19,175.14,89,Maritime,1.111,0.904,0.978,0.4,0,0.458
